url,type,isNav,seo,a11y,accessibilityIssues,backend,served,rendered,loadTimeMs,msc,sdq,schemaTypes,hasOffer
https://dotfusion.com/,nav,true,90,75,7,85,100,,2571,43,54,Organization; ImageObject; EducationalOccupationalCredential; ContactPoint; PostalAddress; OfferCatalog; Offer; Service; ProfessionalService; GeoCoordinates; OpeningHoursSpecification; Country; WebSite,Yes
https://dotfusion.com/services,content,false,85,75,7,85,100,,4824,47,85,ItemList; ListItem; FAQPage; Question; Answer; WebPage; WebSite; Thing; Service; Organization; Audience,No
https://dotfusion.com/services/headless-cms-agency,content,false,87,75,15,85,100,,3067,41,56,Service; Country; OfferCatalog; Offer; FAQPage; Question; Answer; BreadcrumbList; ListItem,Yes
https://dotfusion.com/services/contentful-development-agency,content,false,83,70,8,85,100,,2554,44,57,Service; Country; OfferCatalog; Offer; FAQPage; Question; Answer; AggregateRating; BreadcrumbList; ListItem,Yes
https://dotfusion.com/services/storyblok-development-agency,content,false,86,70,8,85,100,,2362,44,57,Service; Country; OfferCatalog; Offer; FAQPage; Question; Answer; BreadcrumbList; ListItem,Yes
https://dotfusion.com/services/agility-cms-development-agency,content,false,87,70,8,85,100,,2522,44,57,Service; Country; OfferCatalog; Offer; FAQPage; Question; Answer; BreadcrumbList; ListItem,Yes
https://dotfusion.com/services/answer-engine-optimization-agency-dotfusion,content,false,85,75,15,85,100,,4181,46,78,FAQPage; Question; Answer; Service; Organization; PostalAddress,No
https://dotfusion.com/industries,content,false,91,75,7,85,100,,2774,47,84,WebPage; WebSite; Thing; Service; Organization; Audience,No
https://dotfusion.com/about,content,false,87,80,6,55,100,,3252,41,0,,No
https://dotfusion.com/contact-us,content,false,67,70,8,55,100,,2396,41,0,,No
https://dotfusion.com/privacy,content,false,83,80,4,55,100,,2387,38,0,,No
https://dotfusion.com/jedi,content,false,82,80,4,55,100,,705,38,0,,No
