URL,Reason
https://www.dkd.de/de,Page is 131 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/leistungen,Page is 110 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/referenzen,Page is 238 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/produkte,Page is 118 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/kontakt,Page is 107 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/impressum,Page is 101 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/referenzen/typo3-website-launch-hessen-mice,Page is 115 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/referenzen/digitalisierungsprojekte-aco,Page is 120 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/leistungen/consulting/dkd-experten-webprojekte-it-loesungen,Page is 127 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
https://www.dkd.de/de/blog/website-optimierungen-kunden-gewinnen-und-binden-mit-typo3,Page is 117 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
