URL,Reason
https://www.dkd.de/de,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/leistungen,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/referenzen,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/produkte,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/kontakt,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/impressum,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/typo3-agentur,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/referenzen/typo3-website-launch-hessen-mice,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/referenzen/digitalisierungsprojekte-aco,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/leistungen/consulting/dkd-experten-webprojekte-it-loesungen,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
https://www.dkd.de/de/blog/website-optimierungen-kunden-gewinnen-und-binden-mit-typo3,"Largest inline block exceeds the 500-byte threshold (CSS 9252 B, JS 841 B); externalising lets agents skip these in cheap fetches."
