url,type,isNav,seo,a11y,accessibilityIssues,backend,served,rendered,loadTimeMs,msc,sdq,schemaTypes,hasOffer
https://www.dkd.de/de,content,false,92,85,71,95,85,77,2617,61,59,WebSite; BreadcrumbList; ListItem,No
https://www.dkd.de/de/leistungen,content,false,92,90,68,95,85,85,742,63,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/referenzen,content,false,94,85,158,95,69,69,1158,63,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/produkte,content,false,95,95,56,95,85,85,2101,63,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/kontakt,content,false,85,90,61,95,70,70,635,62,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/impressum,content,false,89,95,56,95,85,85,846,63,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/datenschutz,content,false,98,90,57,100,75,75,958,60,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/blog,content,false,94,75,60,95,83,83,3348,62,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/blog/blog-data/kategorie,content,false,89,95,56,95,73,73,789,63,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/blog/tag,content,false,79,95,56,95,70,70,1978,60,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/typo3-shopware-experten-frankfurt,content,false,88,90,57,95,83,83,6950,63,66,BreadcrumbList; ListItem,No
https://www.dkd.de/de/jobs,content,false,91,90,57,95,53,53,2280,63,66,BreadcrumbList; ListItem,No
