url,type,isNav,seo,a11y,accessibilityIssues,backend,served,rendered,loadTimeMs,msc,sdq,schemaTypes,hasOffer
https://neomwellbeing.com/agents.md,content,false,35,80,2,,58,58,393,11,0,,No
https://neomwellbeing.com/,nav,true,74,0,31,100,0,-16,7020,51,69,Organization; PostalAddress,n/a
https://neomwellbeing.com/products/complete-bliss-standard-scented-candle,content,false,81,0,20,100,0,0,9276,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/perfect-night-sleep-luxury-scented-candle,content,false,79,0,22,100,0,0,8096,49,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,content,false,88,0,21,100,0,0,4549,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
