Type,Bytes,Occurrences,Hash,Pages,Preview
js,702,11,75213168e4d37b3e9819652e30588d13,https://specification.website/; https://specification.website/spec; https://specification.website/checklist; https://specification.website/about; https://specification.website/contribute; https://specification.website/spec/foundations; https://specification.website/spec/foundations/doctype; https://specification.website/spec/foundations/html-lang; https://specification.website/spec/foundations/meta-charset; https://specification.website/spec/foundations/meta-viewport; https://specification.website/spec/,"{""prerender"":[{""source"":""document"",""where"":{""and"":[{""href_matches"":""/*""},{""not"":"
js,368,11,e8a7a16378217d30c566f85d519c0617,https://specification.website/; https://specification.website/spec; https://specification.website/checklist; https://specification.website/about; https://specification.website/contribute; https://specification.website/spec/foundations; https://specification.website/spec/foundations/doctype; https://specification.website/spec/foundations/html-lang; https://specification.website/spec/foundations/meta-charset; https://specification.website/spec/foundations/meta-viewport; https://specification.website/spec/,"(function(){try{var t=localStorage.getItem(""theme"");if(t!==""light""&&t!==""dark"")t"
