timestamp,phase,step,decision_type,decision,rationale,data_source,confidence,outcome
2026-05-20T13:20:54.525Z,gates,start,phase_start,gates phase started,report=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-20/www.bollants.de/www-bollants-de-report.md results=/Users/tomcranstoun/Documents/GitHub/MX-hub/audit-data/domains/www.bollants.de/results,audit-pipeline.js,high,n-a
2026-05-20T13:20:54.526Z,gates,0,gate_result,audit-pipeline.js --gates invoked,report=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-20/www.bollants.de/www-bollants-de-report.md results=/Users/tomcranstoun/Documents/GitHub/MX-hub/audit-data/domains/www.bollants.de/results cache=/Users/tomcranstoun/Documents/GitHub/MX-hub/audit-data/domains/www.bollants.de/cache,audit-pipeline.js,high,n-a
2026-05-20T13:20:54.527Z,gates,0a,gate_result,check-template-coverage.js invoked,report=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-20/www.bollants.de/www-bollants-de-report.md template=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-reginald/audit/templates/web-audit-suite-template.md,check-template-coverage.js,high,n-a
2026-05-20T13:20:54.658Z,gates,0a,gate_result,Template coverage passed,Exit 0 — no [UPPERCASE] placeholders remain,check-template-coverage.js,high,pass
2026-05-20T13:20:54.659Z,gates,0b,gate_result,check-report-tone.js invoked,report=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-20/www.bollants.de/www-bollants-de-report.md,check-report-tone.js,high,n-a
2026-05-20T13:20:54.821Z,gates,0b,gate_result,Tone check FAILED,"Exit 1 — 1 violation(s); first: line 675: ""—""",check-report-tone.js,high,fail
2026-05-20T13:20:54.822Z,gates,0b-voice,gate_result,check-report-voice.js invoked,report=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-20/www.bollants.de/www-bollants-de-report.md,check-report-voice.js,high,n-a
2026-05-20T13:20:54.893Z,gates,0b-voice,gate_result,Voice consistency passed,Exit 0 — every section voice-consistent,check-report-voice.js,high,pass
2026-05-20T13:20:54.893Z,gates,0b-scope,gate_result,check-report-scope.js invoked,report=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-20/www.bollants.de/www-bollants-de-report.md,check-report-scope.js,high,n-a
2026-05-20T13:20:54.963Z,gates,0b-repair,gate_result,repair-report-voice-scope.js invoked,triggered by: scope (1),repair-report-voice-scope.js,high,n-a
