url,type,isNav,seo,a11y,accessibilityIssues,backend,served,rendered,loadTimeMs,msc,sdq,schemaTypes,hasOffer
https://rivan.com/the-case-for-synthetic-fuels-2,content,false,74,10,9,75,100,100,2560,64,92,WebPage; ReadAction; ImageObject; BreadcrumbList; ListItem; WebSite; SearchAction; EntryPoint; PropertyValueSpecification; Organization,No
https://rivan.com/how-we-operate,content,false,76,10,9,75,100,100,323,64,91,WebPage; ReadAction; BreadcrumbList; ListItem; WebSite; SearchAction; EntryPoint; PropertyValueSpecification; Organization; ImageObject,No
https://rivan.com/open-roles,content,false,69,60,4,75,100,100,568,64,92,WebPage; ReadAction; ImageObject; BreadcrumbList; ListItem; WebSite; SearchAction; EntryPoint; PropertyValueSpecification; Organization,No
https://rivan.com/open-roles/process-engineer,content,false,77,40,6,75,100,100,739,64,92,WebPage; ReadAction; ImageObject; BreadcrumbList; ListItem; WebSite; SearchAction; EntryPoint; PropertyValueSpecification; Organization,No
https://rivan.com/open-roles/senior-electrical-engineer,content,false,77,40,6,75,100,100,587,64,92,WebPage; ReadAction; ImageObject; BreadcrumbList; ListItem; WebSite; SearchAction; EntryPoint; PropertyValueSpecification; Organization,No
