url,type,isNav,seo,a11y,accessibilityIssues,backend,served,rendered,loadTimeMs,msc,sdq,schemaTypes,hasOffer
https://pentatonic.com/,nav,true,81,0,13,90,0,0,2624,51,67,Organization; ImageObject; WebSite,n/a
https://pentatonic.com/about,content,false,76,50,5,90,15,15,980,51,67,Organization; ImageObject; WebSite,No
https://pentatonic.com/get-in-touch,content,false,75,70,3,90,42,34,839,51,67,Organization; ImageObject; WebSite,No
https://pentatonic.com/ecosystem,content,false,74,70,3,90,56,56,669,51,67,Organization; ImageObject; WebSite,No
https://pentatonic.com/mastercard,content,false,79,0,10,90,42,42,2436,51,67,Organization; ImageObject; WebSite,No
