URL,Reason
https://dotfusion.com/,Page is 471 KB; exceeds the 250 KB agent-truncation hard ceiling.
https://dotfusion.com/services,Page is 334 KB; exceeds the 250 KB agent-truncation hard ceiling.
https://dotfusion.com/industries,Page is 287 KB; exceeds the 250 KB agent-truncation hard ceiling.
https://dotfusion.com/about,Page is 324 KB; exceeds the 250 KB agent-truncation hard ceiling.
https://dotfusion.com/contact-us,Page is 172 KB; main content sits past the 50 KB safe-fetch offset (or further) so agents with limited windows may truncate before reaching prose.
