url,type,isNav,seo,a11y,accessibilityIssues,backend,served,rendered,loadTimeMs,msc,sdq,schemaTypes,hasOffer
https://neomwellbeing.com/,nav,true,83,0,25,100,0,-16,1668,51,69,Organization; PostalAddress,n/a
https://neomwellbeing.com/products/complete-bliss-standard-scented-candle,content,false,90,0,17,100,0,0,2831,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/perfect-night-sleep-luxury-scented-candle,content,false,89,0,19,100,0,0,1141,49,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,content,false,88,0,18,100,0,0,1056,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,content,false,89,0,19,100,0,0,1319,49,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,content,false,92,0,19,100,0,0,1828,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,content,false,88,0,18,100,0,0,1279,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/happiness-standard-scented-candle,content,false,89,0,19,100,0,0,2353,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/happiness-travel-scented-candle,content,false,88,0,18,100,0,0,2202,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,content,false,88,0,18,100,0,0,1956,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
