URL,TotalIssues,Critical Issues,Serious Issues,Moderate Issues,Minor Issues,WCAG A Issues,WCAG AA Issues,WCAG AAA Issues,Accessibility Score,Missing ARIA Labels,Contrast Ratio Issues,Keyboard Navigation Issues
https://www.leica-microsystems.com/,11,11,0,0,0,0,11,0,0.00,0,0,0
https://www.leica-microsystems.com/science-lab/,26,26,0,0,0,0,26,0,0.00,0,0,0
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,26,26,0,0,0,0,26,0,0.00,0,0,0
https://www.leica-microsystems.com/science-lab/industrial/he-staining-in-microscopy/,10,10,0,0,0,0,10,0,0.00,0,0,0
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,44,44,0,0,0,0,44,0,0.00,0,0,0
