URL,Code,Severity,WCAG Level,WCAG Criterion,Affected Group,Selector,Message,Context
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(8) > div > div > footer > div > a:nth-child(1),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/life-science/"">Life Science Research</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(8) > div > div > footer > div > span:nth-child(2),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<span>, </span>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(8) > div > div > footer > div > a:nth-child(3),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/clinical-laboratories/clinical-pathology/"">Clinical Pathology</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(8) > div > div > footer > div > span:nth-child(4),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<span>, </span>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(8) > div > div > footer > div > a:nth-child(5),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/industrial-microscopy-markets/medical-device-qa-qc/"">Medical Device QA &amp; QC Micr...</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(8) > div > div > footer > div > span:nth-child(6),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<span>, </span>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(8) > div > div > footer > div > a:nth-child(7),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/clinical-laboratories/"">Clinical Laboratories</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,1.1.1,screen reader users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(9) > div > div > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://www.leica-microsystems.com/products/light-microscopes/p/leica-dm1000-led/"">                 <img srcset=""/...</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,1.1.1,screen reader users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(10) > div > div > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://www.leica-microsystems.com/products/light-microscopes/p/leica-dm3000/"">                 <img srcset=""/...</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(10) > div > div > footer > div > a:nth-child(1),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/clinical-laboratories/clinical-pathology/"">Clinical Pathology</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(10) > div > div > footer > div > span:nth-child(2),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<span>, </span>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(10) > div > div > footer > div > a:nth-child(3),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/clinical-laboratories/"">Clinical Laboratories</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(10) > div > div > footer > div > span:nth-child(4),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<span>, </span>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(10) > div > div > footer > div > a:nth-child(5),"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/clinical-laboratories/anatomic-pathology/"">Anatomic Pathology</a>"
https://www.leica-microsystems.com/science-lab/life-science/a-guide-to-darkfield-microscopes/,WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail,Critical,AA,1.4.3,low-vision users,#t3m-Section--relatedProductList > div > div:nth-child(2) > div > div:nth-child(1) > div:nth-child(12) > div > div > footer > div > a,"This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 4.4:1. Recommendation:  change background to #f8f8f7.","<a class=""text-inherit hover:text-primary"" href=""/applications/life-science/advanced-tissue-imaging-analysis/"">Advanced Tissue Imaging &amp; A...</a>"
