severity,file,line,kind,target,note
HIGH,mx-canon/ssot/definitions-index.md,236,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,237,backtick-path,"mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,238,backtick-path,"scripts/cogs/what-is-installme.cog.md","resolved=mx-canon/ssot/scripts/cogs/what-is-installme.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,239,backtick-path,"mx-shared-gathering/draft-compliance-claims.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-compliance-claims.md"
HIGH,mx-canon/ssot/definitions-index.md,240,backtick-path,"mx-shared-gathering/draft-document-accessibility.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-document-accessibility.md"
HIGH,mx-canon/ssot/definitions-index.md,241,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,242,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,242,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,243,backtick-path,"mx-canon/ssot/field-triage-rubric.cog.md","resolved=mx-canon/ssot/mx-canon/ssot/field-triage-rubric.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,244,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,245,backtick-path,"mx-shared-gathering/draft-compliance-claims.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-compliance-claims.md"
HIGH,mx-canon/ssot/definitions-index.md,245,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,246,backtick-path,"mx-shared-gathering/draft-compliance-claims.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-compliance-claims.md"
HIGH,mx-canon/ssot/definitions-index.md,247,backtick-path,"scripts/cogs/clarity.cog.md","resolved=mx-canon/ssot/scripts/cogs/clarity.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,248,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,249,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,250,backtick-path,"scripts/cogs/mx-audit.cog.md","resolved=mx-canon/ssot/scripts/cogs/mx-audit.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,251,backtick-path,"mx-shared-gathering/draft-decision-records.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-decision-records.md"
HIGH,mx-canon/ssot/definitions-index.md,252,backtick-path,"mx-shared-gathering/draft-policy-records.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-policy-records.md"
HIGH,mx-canon/ssot/definitions-index.md,252,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,253,backtick-path,"mx-canon/mx-maxine-lives/about-maxine.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/about-maxine.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,253,backtick-path,"mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,254,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,255,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,256,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,257,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,258,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,258,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-maxine-lives.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-maxine-lives.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,259,backtick-path,"mx-canon/mx-maxine-lives/management/plans/cloudflare-routing-action.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/management/plans/cloudflare-routing-action.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,260,backtick-path,"mx-canon/mx-maxine-lives/management/plans/cloudflare-routing-info.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/management/plans/cloudflare-routing-info.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,261,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,262,backtick-path,"scripts/cogs/co-directors-report.cog.md","resolved=mx-canon/ssot/scripts/cogs/co-directors-report.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,263,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,264,backtick-path,"mx-shared-gathering/draft-carrier-formats.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-carrier-formats.md"
HIGH,mx-canon/ssot/definitions-index.md,264,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,264,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=mx-canon/ssot/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,264,backtick-path,"mx-canon/mx-maxine-lives/cogs-architecture.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/cogs-architecture.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,264,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,265,backtick-path,"mx-shared-gathering/draft-carrier-formats.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-carrier-formats.md"
HIGH,mx-canon/ssot/definitions-index.md,266,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,266,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,266,backtick-path,"mx-shared-gathering/draft-field-pattern.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-field-pattern.md"
HIGH,mx-canon/ssot/definitions-index.md,266,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,266,backtick-path,"mx-outputs/mx-site/cog.html","resolved=mx-canon/ssot/mx-outputs/mx-site/cog.html"
HIGH,mx-canon/ssot/definitions-index.md,266,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=mx-canon/ssot/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,266,backtick-path,"mx-canon/mx-maxine-lives/registers/BDR/2026-05-29-pattern-26-thresholds.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/registers/BDR/2026-05-29-pattern-26-thresholds.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,267,backtick-path,"scripts/cogs/cog-id.cog.md","resolved=mx-canon/ssot/scripts/cogs/cog-id.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,268,backtick-path,"scripts/cogs/cog-publication-workflow.cog.md","resolved=mx-canon/ssot/scripts/cogs/cog-publication-workflow.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,269,backtick-path,"scripts/cogs/cog-query.cog.md","resolved=mx-canon/ssot/scripts/cogs/cog-query.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,270,backtick-path,"scripts/cogs/cog-registry.cog.md","resolved=mx-canon/ssot/scripts/cogs/cog-registry.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,271,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,271,backtick-path,"mx-canon/ssot/specifications/cog/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/ssot/specifications/cog/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,272,backtick-path,"mx-canon/ssot/fields-data-cogs.yaml","resolved=mx-canon/ssot/mx-canon/ssot/fields-data-cogs.yaml"
HIGH,mx-canon/ssot/definitions-index.md,272,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,272,backtick-path,"mx-shared-gathering/draft-carrier-formats.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-carrier-formats.md"
HIGH,mx-canon/ssot/definitions-index.md,272,backtick-path,"mx-shared-gathering/draft-field-pattern.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-field-pattern.md"
HIGH,mx-canon/ssot/definitions-index.md,272,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=mx-canon/ssot/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,272,backtick-path,"mx-canon/ssot/field-triage-rubric.cog.md","resolved=mx-canon/ssot/mx-canon/ssot/field-triage-rubric.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,273,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,273,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=mx-canon/ssot/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,274,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,275,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,276,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,276,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-mx-graph.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-mx-graph.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,277,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,277,backtick-path,"mx-shared-gathering/draft-policy-records.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-policy-records.md"
HIGH,mx-canon/ssot/definitions-index.md,277,backtick-path,"mx-shared-gathering/draft-attestation-records.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-attestation-records.md"
HIGH,mx-canon/ssot/definitions-index.md,277,backtick-path,"mx-shared-gathering/draft-decision-records.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-decision-records.md"
HIGH,mx-canon/ssot/definitions-index.md,278,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-html-baseline-audit.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-html-baseline-audit.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,279,backtick-path,"mx-canon/mx-maxine-lives/businesses/maxine/proposals/cogify-hamburger-component.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/businesses/maxine/proposals/cogify-hamburger-component.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,280,backtick-path,"scripts/cogs/cogify-this.cog.md","resolved=mx-canon/ssot/scripts/cogs/cogify-this.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,281,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,281,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,281,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=mx-canon/ssot/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,281,backtick-path,"mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,281,backtick-path,"mx-canon/mx-maxine-lives/cogs-architecture.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/cogs-architecture.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,282,backtick-path,"mx-canon/mx-maxine-lives/cogs-architecture.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/cogs-architecture.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,283,backtick-path,"scripts/cogs/cogs-for-agent-developers.cog.md","resolved=mx-canon/ssot/scripts/cogs/cogs-for-agent-developers.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,284,backtick-path,"mx-shared-gathering/draft-ai-usage-declaration.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-ai-usage-declaration.md"
HIGH,mx-canon/ssot/definitions-index.md,285,backtick-path,"mx-canon/mx-the-gathering/specifications/mx-standards-alignment.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/mx-standards-alignment.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,286,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-enhanced-audit.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-enhanced-audit.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,287,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,288,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,288,backtick-path,"scripts/cogs/mx-os-manual.cog.md","resolved=mx-canon/ssot/scripts/cogs/mx-os-manual.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,288,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,289,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,290,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,291,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,292,backtick-path,"scripts/cogs/how-mx-os-runs.cog.md","resolved=mx-canon/ssot/scripts/cogs/how-mx-os-runs.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,293,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,294,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,295,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-web-audit-suite.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-web-audit-suite.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,296,backtick-path,"scripts/cogs/mx-reminders.cog.md","resolved=mx-canon/ssot/scripts/cogs/mx-reminders.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,297,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-maxine-lives.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-maxine-lives.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,298,backtick-path,"mx-shared-gathering/draft-carrier-formats.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-carrier-formats.md"
HIGH,mx-canon/ssot/definitions-index.md,299,backtick-path,"mx-shared-gathering/draft-ai-usage-declaration.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-ai-usage-declaration.md"
HIGH,mx-canon/ssot/definitions-index.md,300,backtick-path,"mx-shared-gathering/draft-temporal-stance.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-temporal-stance.md"
HIGH,mx-canon/ssot/definitions-index.md,301,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-enhanced-audit.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-enhanced-audit.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,302,backtick-path,"scripts/cogs/pdf-generator.cog.md","resolved=mx-canon/ssot/scripts/cogs/pdf-generator.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,303,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,304,backtick-path,"mx-canon/mx-the-gathering/proposed-drafts/deferred/draft-ai-agent-policy.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/proposed-drafts/deferred/draft-ai-agent-policy.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,305,backtick-path,"mx-canon/ssot/fields-data.yaml","resolved=mx-canon/ssot/mx-canon/ssot/fields-data.yaml"
HIGH,mx-canon/ssot/definitions-index.md,305,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,305,backtick-path,"mx-shared-gathering/draft-field-pattern.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-field-pattern.md"
HIGH,mx-canon/ssot/definitions-index.md,305,backtick-path,"mx-canon/mx-maxine-lives/management/plans/mx-agent-independence.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/management/plans/mx-agent-independence.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,305,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,306,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,307,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,308,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,309,backtick-path,"mx-canon/ssot/fields-data.yaml","resolved=mx-canon/ssot/mx-canon/ssot/fields-data.yaml"
HIGH,mx-canon/ssot/definitions-index.md,309,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,309,backtick-path,"mx-shared-gathering/draft-extensions.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-extensions.md"
HIGH,mx-canon/ssot/definitions-index.md,310,backtick-path,"mx-canon/ssot/fields-data.yaml","resolved=mx-canon/ssot/mx-canon/ssot/fields-data.yaml"
HIGH,mx-canon/ssot/definitions-index.md,311,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-web-audit-suite.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-web-audit-suite.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,312,backtick-path,"mx-canon/mx-maxine-lives/about-maxine.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/about-maxine.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,312,backtick-path,"mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/businesses/maxine/uber-plan.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,313,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,314,backtick-path,"mx-canon/mx-maxine-lives/about-maxine.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/about-maxine.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,315,backtick-path,"mx-shared-gathering/draft-provenance.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-provenance.md"
HIGH,mx-canon/ssot/definitions-index.md,315,backtick-path,"mx-canon/mx-maxine-lives/manuals/mx-contacts-manual.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/mx-contacts-manual.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,315,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,316,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,317,backtick-path,"scripts/cogs/manual-repository-architecture.cog.md","resolved=mx-canon/ssot/scripts/cogs/manual-repository-architecture.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,318,backtick-path,"mx-canon/mx-maxine-lives/manuals/manual-mx-graph.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/manuals/manual-mx-graph.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,319,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-cogs.md"
HIGH,mx-canon/ssot/definitions-index.md,319,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,319,backtick-path,"mx-canon/mx-maxine-lives/registers/BDR/2026-05-29-pattern-26-thresholds.cog.md","resolved=mx-canon/ssot/mx-canon/mx-maxine-lives/registers/BDR/2026-05-29-pattern-26-thresholds.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,319,backtick-path,"mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/specifications/cog-unified-spec.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,320,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,320,backtick-path,"mx-canon/mx-the-gathering/naming-decisions/ndr-02-camelcase-naming.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/naming-decisions/ndr-02-camelcase-naming.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,321,backtick-path,"mx-canon/mx-the-gathering/naming-decisions/ndr-02-camelcase-naming.cog.md","resolved=mx-canon/ssot/mx-canon/mx-the-gathering/naming-decisions/ndr-02-camelcase-naming.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,321,backtick-path,"mx-canon/ssot/field-triage-rubric.cog.md","resolved=mx-canon/ssot/mx-canon/ssot/field-triage-rubric.cog.md"
HIGH,mx-canon/ssot/definitions-index.md,322,backtick-path,"mx-canon/ssot/cognovamx-fields.yaml","resolved=mx-canon/ssot/mx-canon/ssot/cognovamx-fields.yaml"
HIGH,mx-canon/ssot/definitions-index.md,323,backtick-path,"mx-canon/ssot/fields-data.yaml","resolved=mx-canon/ssot/mx-canon/ssot/fields-data.yaml"
HIGH,mx-canon/ssot/definitions-index.md,323,backtick-path,"mx-shared-gathering/draft-core-metadata.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-core-metadata.md"
HIGH,mx-canon/ssot/definitions-index.md,323,backtick-path,"mx-shared-gathering/draft-attestation-records.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-attestation-records.md"
HIGH,mx-canon/ssot/definitions-index.md,323,backtick-path,"mx-shared-gathering/draft-carrier-formats.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-carrier-formats.md"
HIGH,mx-canon/ssot/definitions-index.md,323,backtick-path,"mx-shared-gathering/draft-decision-records.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-decision-records.md"
HIGH,mx-canon/ssot/definitions-index.md,323,backtick-path,"mx-shared-gathering/draft-extensions.md","resolved=mx-canon/ssot/mx-shared-gathering/draft-extensions.md"
HIGH,mx-canon/ssot/definitions-index.md,323,backtick-path,"datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md","resolved=mx-canon/ssot/datalake/manuscripts/mx-books/mx-appendices/appendix-m-index-of-metadata.md"
